SMILES,pActivity
O=C(Nc1ccc(OC(F)(F)Cl)cc1)C1C=C(C2CC=CN=N2)c2c(nc3n2[C@H](CO)CCO3)C1,9.387216143280265
Cc1ccc(C(=O)Nc2ccc(CN3C[C@H]4CN(C)C[C@H]4C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,9.387216143280265
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(Br)c2c(c1)nc(C(F)F)n2C1CC1,9.387216143280265
CC(=O)N1CCC(COc2cc(F)c3c(=O)[nH]c(NCC4CCN(C(=O)C5CC5)CC4)nc3c2)CC1,9.3767507096021
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCOCC4)c(OC)cc23)c(Cl)cc1Cl,9.3767507096021
CN1CCN(Cc2ccc(NC(=O)c3ccc(F)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,9.3767507096021
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2ccn[nH]2)c2c(c1)nc1n2CCOC1,9.3767507096021
C[C@H](C(F)F)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.3767507096021
C[C@@H]1CCOc2nc3cc(C(=O)Nc4ccc(OC(F)(F)Cl)cc4)cc(-c4cnsc4)c3n21,9.366531544420411
Cn1c(C(C)(C)O)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.366531544420411
C[C@H](CF)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.366531544420411
C[C@@H]1COC2NC=NC=C2c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc3nc(C(F)F)n1c23,9.366531544420411
CCn1c([C@H](C)O)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cccnn3)c21,9.356547323513812
C[C@H](C1CC1)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.356547323513812
CCn1c(OC)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3ccn[nH]3)c21,9.356547323513812
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2cncnc2)c2c(c1)nc1n2CC[C@@H](O)C1,9.346787486224656
Cc1cn[nH]c1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc2nc3n(c12)[C@H](C)COC3,9.346787486224656
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2ccn[nH]2)c2c(c1)nc(C(F)F)n2C1CC1,9.346787486224656
Cc1ccc(C(=O)Nc2ccc(CN3CC[C@@H](N(C)C)C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,9.346787486224656
CCn1c(C(F)F)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3ccnnc3)c21,9.346787486224656
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2cncnc2)c2c(c1)ncn2[C@H]1C[C@H](F)C1,9.346787486224656
CCn1c([C@H](C)O)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cnoc3)c21,9.346787486224656
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2cccnn2)c2c(c1)nc1n2[C@H](CO)COC1,9.337242168318426
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2cncnc2)c2c(c1)ncn2CC1COC1,9.337242168318426
CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,9.337242168318426
C[C@H]1COCc2nc3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cc(-c4ccn[nH]4)c3n21,9.337242168318426
C[C@@H]1COCc2nc3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cc(-c4ccn[nH]4)c3n21,9.337242168318426
C[C@H](CC#N)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.337242168318426
Cn1c(C2CC2)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.337242168318426
CC(C)n1c([C@H](C)O)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.327902142064282
CC(C)n1c([C@H](C)O)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cccnn3)c21,9.327902142064282
C[C@@H](C(F)F)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.327902142064282
C[C@@H](CO)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.327902142064282
C[C@H]1COCc2nc3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cc(-c4cncnc4)c3n21,9.327902142064282
C[C@@H]1COCc2nc3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cc(-c4cncnc4)c3n21,9.327902142064282
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cc(-c2cncnc2)c2c(c1)ncn2[C@H]1C[C@@H](F)C1,9.327902142064282
CC(=O)N1CCC(COc2cc(F)c3c(=O)[nH]c(NCC4CCN(C(=O)c5ccccn5)CC4)nc3c2)CC1,9.327902142064282
COC[C@@H](C)n1cnc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.318758762624412
Cn1c(CO)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,9.318758762624412
