Compound_ID,SMILES,IC50_nM,pActivity,Measurements,Sources,Scaffold
BCRABL_001869,CN(C)CCOc1ccc(C(=O)NCc2ccc(F)c(C(=O)N[C@@H](CC(C)(C)C)C(=O)Nc3ccc(CCC(=O)O)cc3)c2)cc1,55.0,7.259637310505756,1,BindingDB,O=C(CNC(=O)c1cccc(CNC(=O)c2ccccc2)c1)Nc1ccccc1
BCRABL_001870,CN(C)CCOc1ccc(C(=O)NCc2cccc(C(=O)N[C@@H](CC(C)(C)C)C(=O)Nc3ccc(CN4CCCC4)cc3)c2)cc1,55.0,7.259637310505756,1,BindingDB,O=C(CNC(=O)c1cccc(CNC(=O)c2ccccc2)c1)Nc1ccc(CN2CCCC2)cc1
BCRABL_001871,Cc1cccc(F)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)c(C)n2c1,55.0,7.259637310505756,1,BindingDB,O=C(Nc1cn2cc(-c3ccccc3)ccc2n1)C1CC1
BCRABL_001872,CC(=O)c1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,55.0,7.259637310505756,1,BindingDB,O=C(Nc1cn2cc(-c3ccccc3)ccc2n1)C1CC1
BCRABL_001873,Cc1ccnc(F)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,55.0,7.259637310505756,1,BindingDB,O=C(Nc1cn2cc(-c3cccnc3)ccc2n1)C1CC1
BCRABL_001874,O=C(Nc1cn2cc(-c3cccc(F)c3-c3ccco3)ccc2n1)[C@@H]1C[C@@H]1F,55.0,7.259637310505756,1,BindingDB,O=C(Nc1cn2cc(-c3ccccc3-c3ccco3)ccc2n1)C1CC1
BCRABL_001875,COc1cc(Nc2c(C#N)cnc3cc(OCC4CCCCN4C)c(OC)cc23)c(Cl)cc1Cl,56.0,7.251811972993799,1,BindingDB,c1ccc(Nc2ccnc3cc(OCC4CCCCN4)ccc23)cc1
BCRABL_001876,COC[C@H](NC(=O)c1ccn(C2(C#N)CC2)n1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1,56.0,7.251811972993799,1,BindingDB,O=C(CNC(=O)c1ccn(C2CC2)n1)Nc1nc(-c2cccc(N3CCOCC3)n2)cs1
BCRABL_001877,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1,56.0,7.251811972993799,1,BindingDB,c1ccc(Oc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)cc1
BCRABL_001878,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C(C)C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,56.0,7.251811972993799,1,BindingDB,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3ccccn23)c1
BCRABL_001879,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,56.0,7.251811972993799,1,BindingDB,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1
BCRABL_001880,CS(=O)(=O)n1ccc(C(=O)NCC(=O)Nc2nc(-c3cccc(OC(F)(F)F)n3)cs2)c1,56.0,7.251811972993799,1,BindingDB,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2ccccn2)cs1
BCRABL_001881,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,56.0,7.251811972993799,1,BindingDB,c1ccc(-c2cn(C3CCNCC3)c3ncncc23)cc1
BCRABL_001882,CC(=O)Nc1ccc(-c2cccc(C(=O)N[C@@H](COC(C)(C)C)C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)cn1,56.02,7.251656923190032,2,"BindingDB, ChEMBL",O=C(CNC(=O)c1cccc(-c2cccnc2)c1)Nc1ccccc1
BCRABL_001883,C=CC(=O)N(c1cc(OC)c(Cl)cc1Cl)c1c(C#N)cnc2cc(OCCCN3CCN(C)CC3)c(OC)cc12,56.1,7.251037828712369,2,"BindingDB, ChEMBL",c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1
BCRABL_001884,Cc1ccncc1-c1ccc2nc(NC(=O)C3CCC3)sc2c1,56.4,7.248720896016658,1,BindingDB,O=C(Nc1nc2ccc(-c3cccnc3)cc2s1)C1CCC1
BCRABL_001885,CN1CCN(Cc2cc(NC(=O)c3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc(C(F)(F)F)c2)CC1,56.85,7.245271042717301,2,"BindingDB, ChEMBL",O=C(Nc1cccc(CN2CCNCC2)c1)c1cccc(C#Cc2cccc3[nH]ncc23)c1
BCRABL_001886,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc3c(c2)C[C@@H](C(=O)O)NC3)n1,57.0,7.244125144327507,1,BindingDB,O=C(Nc1ccccc1)Nc1ccnn1-c1ccc2c(c1)CCNC2
BCRABL_001887,Cc1cnc(-c2cncc(-c3ccnc(Nc4cc(NC(=O)c5ccc(CN6CCN(C)CC6)cc5)ccc4C)n3)c2)s1,57.0,7.244125144327507,1,BindingDB,O=C(Nc1cccc(Nc2nccc(-c3cncc(-c4nccs4)c3)n2)c1)c1ccc(CN2CCNCC2)cc1
BCRABL_001888,CCOC(=O)[C@@H]1CSC(c2ccccc2)N1C(=O)c1cn(CCCNC(=O)C(F)(F)F)nn1,57.0,7.244125144327507,1,BindingDB,O=C(c1c[nH]nn1)N1CCSC1c1ccccc1
BCRABL_001889,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,57.0,7.244125144327507,1,BindingDB,c1ccc(OCCCOc2ccc3c(c2)OCCC3)cc1
BCRABL_001890,O=C(Nc1nc2ccc(-c3cc[nH]n3)cc2s1)[C@@H]1C[C@@H]1F,57.6,7.239577516576788,1,BindingDB,O=C(Nc1nc2ccc(-c3cc[nH]n3)cc2s1)C1CC1
BCRABL_001891,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(-c2ncc(C(F)(F)F)[nH]2)nc1,57.9,7.2373214362725635,1,BindingDB,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2ccc(-c3ncc[nH]3)nc2)c1
BCRABL_001892,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,58.0,7.236572006437063,1,BindingDB,c1ccc(-c2cn(C3CCNC3)c3ncncc23)cc1
BCRABL_001893,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1,58.0,7.236572006437063,1,BindingDB,c1ccc(COc2ccccc2)cc1
BCRABL_001894,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4)n2CCO3)ccn1,58.0,7.236572006437063,1,BindingDB,c1ccc(Oc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)cc1
BCRABL_001895,Cc1cccc(F)c1-c1ccc2nc(NC(=O)C3C[C@H]3CO)sc2c1,58.2,7.235077015350111,2,BindingDB,O=C(Nc1nc2ccc(-c3ccccc3)cc2s1)C1CC1
BCRABL_001896,O=C(Nc1cccc(Cl)c1F)N1CCOc2ccc(-c3ccncc3)cc2C1,59.0,7.229147988357855,1,BindingDB,O=C(Nc1ccccc1)N1CCOc2ccc(-c3ccncc3)cc2C1
BCRABL_001897,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cn(C)cn1,59.0,7.229147988357855,1,BindingDB,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2c[nH]cn2)c1
BCRABL_001898,C=CCN(C[C@H]1C[C@@H]1COc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,59.0,7.229147988357855,1,BindingDB,O=C(c1ccccc1)c1ccc(OCC2CC2CNC2CC2)cc1
BCRABL_001899,Cc1ccc(Cc2ccccc2O[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,59.0,7.229147988357855,1,BindingDB,c1ccc(Cc2ccccc2OC2CCCCC2)cc1
BCRABL_001900,CCOc1cc(-c2cccc(CCCc3nn(Cc4ccc(C(C)(C)C)cc4)c(=O)n3CC)c2)ccc1CC(=O)O,59.0,7.229147988357855,1,BindingDB,O=c1[nH]c(CCCc2cccc(-c3ccccc3)c2)nn1Cc1ccccc1
BCRABL_001901,COC[C@H](NC(=O)c1ccn(C2(C)COC2)n1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1,59.0,7.229147988357855,1,BindingDB,O=C(CNC(=O)c1ccn(C2COC2)n1)Nc1nc(-c2cccc(N3CCOCC3)n2)cs1
BCRABL_001902,CC/C=C/COc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,59.5,7.22548303427145,1,BindingDB,c1ccc(Cc2cccc(C3CCCCO3)c2)cc1
BCRABL_001903,Nc1nnc(-c2ccccc2O)cc1OC1CCN(Cc2ccccc2)C1,59.7,7.224025668870631,1,BindingDB,c1ccc(CN2CCC(Oc3cnnc(-c4ccccc4)c3)C2)cc1
BCRABL_001904,c1coc(CNc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)c1,60.0,7.221848749616356,1,BindingDB,c1coc(CNc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)c1
BCRABL_001905,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,60.0,7.221848749616356,1,BindingDB,c1ccc(Oc2ccc(OCCCOc3ccc4c(c3)OCCC4)cc2)cc1
BCRABL_001906,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,60.0,7.221848749616356,1,BindingDB,O=C(c1ccccc1)c1ccccc1
BCRABL_001907,c1ccc(COc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)cc1,60.0,7.221848749616356,1,BindingDB,c1ccc(COc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)cc1
BCRABL_001908,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](OCC(F)(F)F)C(=O)O)c2sccc12,60.0,7.221848749616356,1,BindingDB,c1ccc(-c2nc(CCOc3cccc4sccc34)co2)cc1
BCRABL_001909,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cc(OCCCN3CCC(c4ccc5c(c4)C(C)(C)c4nc(=O)c6c(Cl)cccc6n4-5)CC3)no2)C(C)C)cc1,60.0,7.221848749616356,1,BindingDB,O=C(NCc1ccc(-c2cncs2)cc1)C1CCCN1C(=O)Cc1cc(OCCCN2CCC(c3ccc4c(c3)Cc3nc(=O)c5ccccc5n3-4)CC2)no1
BCRABL_001910,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,60.0,7.221848749616356,1,BindingDB,c1ccc(Oc2ccc(OCCCOc3ccc4c(c3)OCCC4)cc2)cc1
BCRABL_001911,N[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2c-4ccc3c2ccc2ccccc23)C1,60.0,7.221848749616356,1,BindingDB,O=c1ccn2c3c(c(N4CCCC4)ccc13)Oc1c-2ccc2c1ccc1ccccc12
BCRABL_001912,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,60.0,7.221848749616356,1,BindingDB,c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1
BCRABL_001913,COc1cccc(Oc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)c1,60.0,7.221848749616356,1,BindingDB,c1ccc(Oc2ccc3[nH]nc(-c4nc5ccc(N6CCC(N7CCCCC7)CC6)cc5[nH]4)c3c2)cc1
BCRABL_001914,O=C(Nc1ccnc(Cl)c1)Nc1ccnc(C(F)(F)F)c1,60.0,7.221848749616356,1,BindingDB,O=C(Nc1ccncc1)Nc1ccncc1
BCRABL_001915,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)[C@@H]1C[C@H](n2cc(-c3cncc(C(=O)N4CCOCC4)c3)nn2)CN1,60.03,7.221631710876696,2,"BindingDB, ChEMBL",O=C(Nc1ccccc1)C1CC(n2cc(-c3cncc(C(=O)N4CCOCC4)c3)nn2)CN1
BCRABL_001916,Nc1nnc(-c2ccccc2O)cc1N1CCN(Cc2cccnc2)CC1,60.7,7.2168113089247425,1,BindingDB,c1ccc(-c2cc(N3CCN(Cc4cccnc4)CC3)cnn2)cc1
BCRABL_001917,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc4c(N)n[nH]c4c3)nn2)C[C@H]1C(=O)Nc1ccc(Cl)cc1Cl,60.82,7.215955486182618,2,"BindingDB, ChEMBL",O=C(Nc1ccccc1)C1CC(n2cc(-c3ccc4cn[nH]c4c3)nn2)CN1
BCRABL_001918,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1Cn1ccc2cc(C[C@@H](OC(C)C)C(=O)O)ccc21,60.95,7.215026290045599,1,BindingDB,c1ccc(-c2nc(Cn3ccc4ccccc43)co2)cc1
BCRABL_001919,Nc1ccc(C(=O)NCC(=O)Nc2nc(-c3cccc(-c4cccnc4)c3)cs2)cc1,61.0,7.214670164989233,1,BindingDB,O=C(CNC(=O)c1ccccc1)Nc1nc(-c2cccc(-c3cccnc3)c2)cs1
BCRABL_001920,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1Cn1ccc2cc(CC(OC(C)C)C(=O)O)ccc21,61.0,7.214670164989233,1,BindingDB,c1ccc(-c2nc(Cn3ccc4ccccc43)co2)cc1
BCRABL_001921,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5cccc(N)c5)cc4)c3c2)CC1,61.0,7.214670164989233,1,BindingDB,O=C(CCN1CCNCC1)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4ccnn4-c4ccccc4)cc3)c2c1
BCRABL_001922,COC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccccc12)C(=O)O,61.0,7.214670164989233,1,BindingDB,c1ccc(-c2nc(CCOc3cccc4ccccc34)co2)cc1
BCRABL_001923,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1,62.0,7.207608310501746,1,BindingDB,O=c1[nH]cc(-c2cccc(OCCCOc3ccc(C=C4CCCCC4)cc3)c2)s1
BCRABL_001924,Cc1ccnc(NS(=O)(=O)c2ccc(Nc3nccc(N(C)c4ccc5c(C)n(C)nc5c4)n3)cc2)n1,62.0,7.207608310501746,1,BindingDB,O=S(=O)(Nc1ncccn1)c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1
BCRABL_001925,O=C(Nc1cccc(-c2ccccc2)c1)N1CCOc2ccc(-c3ccncc3)cc2C1,62.0,7.207608310501746,1,BindingDB,O=C(Nc1cccc(-c2ccccc2)c1)N1CCOc2ccc(-c3ccncc3)cc2C1
BCRABL_001926,O=c1nc2n(c3cccc(Br)c13)-c1ccc(C3CCNCC3)cc1C21CCCC1,62.0,7.207608310501746,1,BindingDB,O=c1nc2n(c3ccccc13)-c1ccc(C3CCNCC3)cc1C21CCCC1
BCRABL_001927,CN(C[C@H]1C[C@@H]1COc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,62.0,7.207608310501746,1,BindingDB,O=C(c1ccccc1)c1ccc(OCC2CC2CNC2CC2)cc1
BCRABL_001928,CCn1nc(C#Cc2cccc3cc(-c4cccc(C(F)(F)F)c4)ncc23)c2c(N)ncnc21,555.25,7.2058921673855005,2,"BindingDB, ChEMBL",C(#Cc1n[nH]c2ncncc12)c1cccc2cc(-c3ccccc3)ncc12
BCRABL_001929,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)ccn1,62.6,7.20342566678957,1,BindingDB,O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1ccnn1-c1ccccc1
BCRABL_001930,O=C(Nc1nc2ccc(-c3cnccc3C(F)(F)F)cc2s1)[C@@H]1C[C@@H]1F,62.75,7.202417292604885,2,BindingDB,O=C(Nc1nc2ccc(-c3cccnc3)cc2s1)C1CC1
BCRABL_001931,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1,63.0,7.200659450546418,1,BindingDB,c1ccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)cc1
BCRABL_001932,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,63.0,7.200659450546418,1,BindingDB,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cncnc2)c1
BCRABL_001933,CCO[C@@H](Cc1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c2ccsc12)C(=O)O,63.0,7.200659450546418,1,BindingDB,c1ccc(-c2nc(CCOc3cccc4sccc34)co2)cc1
BCRABL_001934,FC(F)(F)Oc1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1,63.0,7.200659450546418,1,BindingDB,c1ccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)cc1
BCRABL_001935,CN(C)CCOc1ccc(C(=O)NCc2cccc(C(=O)N[C@@H](CC(C)(C)C)C(=O)Nc3ccc4nccn4c3)c2)cc1,63.0,7.200659450546418,1,BindingDB,O=C(CNC(=O)c1cccc(CNC(=O)c2ccccc2)c1)Nc1ccc2nccn2c1
BCRABL_001936,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(F)c2)cc1Nc1nccc(-c2cccnc2)n1,63.05,7.200315045651141,2,"BindingDB, ChEMBL",O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
BCRABL_001937,COc1ccc(C(=O)Nc2ccc(OCCN3CCOCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,63.155,7.199593568512473,2,"BindingDB, ChEMBL",O=C(Nc1ccc(OCCN2CCOCC2)cc1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_001938,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,109.765,7.199480900891103,2,"BindingDB, ChEMBL",O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
BCRABL_001939,CCOc1ccc(-c2cccc(C(F)(F)CCc3nn(Cc4ccc(C(C)(C)C)cc4)c(=O)n3CC)c2)cc1CC(=O)O,64.0,7.1938200260161125,1,BindingDB,O=c1[nH]c(CCCc2cccc(-c3ccccc3)c2)nn1Cc1ccccc1
BCRABL_001940,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1,64.0,7.1938200260161125,1,BindingDB,c1ccc(COc2ccccc2)cc1
BCRABL_001941,C[C@H]1CN(c2cccc(-c3csc(NC(=O)CNC(=O)c4ccn(C(C)(C)C)c4)n3)n2)C[C@H](C)O1,64.0,7.1938200260161125,1,BindingDB,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2cccc(N3CCOCC3)n2)cs1
BCRABL_001942,O=c1nc2n(c3cccc(Br)c13)-c1cc(C3CCNCC3)ccc1C21CCCCC1,64.0,7.1938200260161125,1,BindingDB,O=c1nc2n(c3ccccc13)-c1cc(C3CCNCC3)ccc1C21CCCCC1
BCRABL_001943,Cc1ccc(OC(C)(Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)cc1,64.0,7.1938200260161125,1,BindingDB,c1ccc(OCCc2ccc(OCCc3coc(-c4ccccc4)n3)cc2)cc1
BCRABL_001944,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1,64.57,7.189969213594161,1,ChEMBL,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1cccs1)C2)c1ccc(N2CCNCC2)cc1
BCRABL_001945,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccc4ncncc4c3)cc2)n(-c2ccc3ncccc3c2)n1,65.0,7.187086643357144,1,BindingDB,O=C(Nc1ccc(Oc2ccc3ncncc3c2)cc1)Nc1ccnn1-c1ccc2ncccc2c1
BCRABL_001946,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1,65.0,7.187086643357144,1,BindingDB,O=C(Nc1[nH]nc2c1CN(C(=O)Cc1cccs1)C2)c1ccc(N2CCNCC2)cc1
BCRABL_001947,Cc1nnc(-c2cccc(-c3csc(NC(=O)CNC(=O)c4ccc(N)cc4)n3)c2)o1,65.0,7.187086643357144,1,BindingDB,O=C(CNC(=O)c1ccccc1)Nc1nc(-c2cccc(-c3nnco3)c2)cs1
BCRABL_001948,Cc1ccc2cc(-c3cccc(C(F)(F)F)c3)ncc2c1C#Cc1nn(C(C)C)c2ncnc(N)c12,222.5,7.1807553715226815,2,"BindingDB, ChEMBL",C(#Cc1n[nH]c2ncncc12)c1cccc2cc(-c3ccccc3)ncc12
BCRABL_001949,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,66.0,7.180456064458131,2,"BindingDB, ChEMBL",O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(-n2cc(-c3cnc4[nH]ncc4c3)nn2)c1
BCRABL_001950,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,66.0,7.180456064458131,1,BindingDB,c1ccc(OCCCOc2ccc3c(c2)OCCC3)cc1
BCRABL_001951,COC(=O)c1cc(NC(=O)[C@H](CC(C)(C)C)NC(=O)c2cccc(CNC(=O)c3ccc(OCCN(C)C)cc3)c2)ccc1C,66.0,7.180456064458131,1,BindingDB,O=C(CNC(=O)c1cccc(CNC(=O)c2ccccc2)c1)Nc1ccccc1
BCRABL_001952,CCc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc5cccnn45)c3)cc(C(F)(F)F)c2)cn1,66.0,7.180456064458131,1,BindingDB,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(C#Cc2cnc3cccnn23)c1
BCRABL_001953,COc1cccc(C(=O)N2CCN(C(=O)c3ccc(-c4ccccn4)cc3)CC2)c1,66.0,7.180456064458131,2,"BindingDB, ChEMBL",O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccn3)cc2)CC1
BCRABL_001954,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,69.5,7.175819994509534,2,"BindingDB, ChEMBL",O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)cc1
BCRABL_001955,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1,67.0,7.173925197299173,1,BindingDB,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=NOCCN1CCCC1
BCRABL_001956,[C]Oc1cc([C]=C(C(=O)/[C]=[C]/c2ccc([O])c(O[C])c2)C(=O)/[C]=[C]/c2ccc([O])c(O[C])c2)ccc1[O],67.0,7.173925197299173,1,BindingDB,O=C([C]=[C]c1ccccc1)C(=[C]c1ccccc1)C(=O)[C]=[C]c1ccccc1
BCRABL_001957,COc1cc2nccc(Oc3c(F)cc(NC(=O)NC4CC4)c(Cl)c3F)c2cc1C(N)=O,68.0,7.167491087293763,1,BindingDB,O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)NC1CC1
BCRABL_001958,CC1(C)c2c(C3CCNCC3)cccc2-n2c1nc(=O)c1c(Cl)cccc12,68.0,7.167491087293763,1,BindingDB,O=c1nc2n(c3ccccc13)-c1cccc(C3CCNCC3)c1C2
BCRABL_001959,COC(=O)c1cccc(NC(=O)[C@H](CC(C)(C)C)NC(=O)c2cccc(CNC(=O)c3ccc(OCCN(C)C)cc3)c2)c1,68.0,7.167491087293763,1,BindingDB,O=C(CNC(=O)c1cccc(CNC(=O)c2ccccc2)c1)Nc1ccccc1
BCRABL_001960,CCn1cnc2c(Nc3ccc(P(=O)(O)CP(=O)(O)O)cc3)nc([C@H]3CC[C@H](N)CC3)nc21,68.0,7.167491087293763,1,BindingDB,c1ccc(Nc2nc(C3CCCCC3)nc3[nH]cnc23)cc1
BCRABL_001961,COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2ccccc2)cs1,68.0,7.167491087293763,1,BindingDB,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2ccccc2)cs1
BCRABL_001962,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(-c2sc(=O)[nH]c2O)c1,68.0,7.167491087293763,1,BindingDB,O=c1[nH]cc(-c2cccc(OCCCOc3ccc(Oc4ccccc4)cc3)c2)s1
BCRABL_001963,O=C(Nc1cnc2[nH]c(Cc3ccc[nH]3)cc2c1)c1ccccc1Br,68.13,7.1666616110606025,1,BindingDB,O=C(Nc1cnc2[nH]c(Cc3ccc[nH]3)cc2c1)c1ccccc1
BCRABL_001964,CS(=O)(=O)n1ccc(C(=O)NCC(=O)Nc2nc(-c3ccccc3)cs2)c1,69.0,7.161150909262744,1,BindingDB,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2ccccc2)cs1
BCRABL_001965,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2C(=O)O)c1,69.0,7.161150909262744,1,BindingDB,c1ccc(-c2nc(CCOc3cccc(Cc4cnn(-c5ccccc5)n4)c3)co2)cc1
BCRABL_001966,CP(C)(=O)c1ccc(Nc2ncnc3c2ncn3/C=C/c2ccccc2Cl)cc1,69.0,7.161150909262744,1,BindingDB,C(=Cn1cnc2c(Nc3ccccc3)ncnc21)c1ccccc1
BCRABL_001967,COc1ncccc1-c1cncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)c1,69.0,7.161150909262744,1,BindingDB,O=C(Nc1ccccc1)c1cncc(-c2cccnc2)c1
BCRABL_001968,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ncccn12,69.0,7.161150909262744,1,BindingDB,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3ncccn23)c1
BCRABL_001969,CCCOC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccccc12)C(=O)O,69.0,7.161150909262744,1,BindingDB,c1ccc(-c2nc(CCOc3cccc4ccccc34)co2)cc1
BCRABL_001970,CC1CN(c2cc(-c3ccccc3O)nnc2N)CC(C)O1,69.6,7.157390760389438,1,BindingDB,c1ccc(-c2cc(N3CCOCC3)cnn2)cc1
