Compound_ID,SMILES,IC50_nM,pActivity,Measurements,Sources,Scaffold
BCRABL_004429,Cc1csc(Sc2cc(C(=O)Nc3cccc(N)c3)c(N)cc2F)n1,3500.0,5.455931955649724,1,BindingDB,O=C(Nc1ccccc1)c1cccc(Sc2nccs2)c1
BCRABL_004430,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccn1-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,3530.0,5.452225294612178,1,BindingDB,O=C(Nc1cccc(Nc2nccn2-c2cc(Nc3ccccc3)ncn2)c1)c1ccccc1
BCRABL_004431,Cc1cc(Nc2ncc(C)c(N3CC(CC#N)(N4CCCC4)C3)n2)sn1,3572.0,5.447088549783491,1,BindingDB,c1cc(Nc2nccc(N3CC(N4CCCC4)C3)n2)sn1
BCRABL_004432,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(OC(F)(F)F)cc3)c3ccccc32)cc1,3577.0,5.44648105985103,1,BindingDB,c1ccc(Oc2cn(-c3ccccc3)c3ccccc23)cc1
BCRABL_004433,Cc1ccc(C(=O)NCc2ccccn2)cc1Nc1nccc(-c2cccnc2)n1,3578.0,5.446359663768646,1,BindingDB,O=C(NCc1ccccn1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_004434,Cc1ccc(C(=O)NCc2nccs2)cc1Nc1nccc(-c2cccnc2)n1,3578.0,5.446359663768646,1,BindingDB,O=C(NCc1nccs1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_004435,Cc1cn(CCCCCCOc2ccc3ccc(=O)oc3c2)cn1,3590.0,5.44490555142168,1,BindingDB,O=c1ccc2ccc(OCCCCCCn3ccnc3)cc2o1
BCRABL_004436,CCCC[C@H](NC(=O)c1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,3590.0,5.44490555142168,1,BindingDB,O=C(CNC(=O)c1ccccc1)Nc1nc(-c2ccccc2)cs1
BCRABL_004437,NC(=O)c1ccc(Oc2cccc(C(=O)N3CCCC(c4ccccc4)C3)c2)cc1,3600.0,5.443697499232712,1,BindingDB,O=C(c1cccc(Oc2ccccc2)c1)N1CCCC(c2ccccc2)C1
BCRABL_004438,Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,3600.0,5.443697499232712,1,BindingDB,c1ccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)cc1
BCRABL_004439,O=S(=O)(Cc1ccccc1)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12,3600.0,5.443697499232712,1,BindingDB,O=S(=O)(Cc1ccccc1)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12
BCRABL_004440,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,3600.0,5.443697499232712,1,BindingDB,c1ccc2[nH]c(-c3n[nH]c4ncncc34)cc2c1
BCRABL_004441,COc1ccc2c(=O)c(C)c(-c3ccc(Oc4ccc(OC(F)(F)F)cc4)nc3)[nH]c2c1,3600.0,5.443697499232712,1,BindingDB,O=c1cc(-c2ccc(Oc3ccccc3)nc2)[nH]c2ccccc12
BCRABL_004442,COc1c(C)c(-c2ccc(Cc3ccccc3)cc2)nc2ccccc12,3600.0,5.443697499232712,1,BindingDB,c1ccc(Cc2ccc(-c3ccc4ccccc4n3)cc2)cc1
BCRABL_004443,COc1ccccc1-c1cc(Nc2cccc(NS(C)(=O)=O)c2)ncn1,3640.0,5.438898616350944,1,BindingDB,c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1
BCRABL_004444,O=C(O)COc1ccc(SCc2cccc(F)c2OCc2ccc(C(F)(F)F)cc2)c2c1CCC2,3670.0,5.435333935747911,1,BindingDB,c1ccc(COc2ccccc2CSc2cccc3c2CCC3)cc1
BCRABL_004445,FC(F)(F)Oc1ccc(Nc2ncnc3sccc23)cc1,3679.0,5.434270212168872,1,BindingDB,c1ccc(Nc2ncnc3sccc23)cc1
BCRABL_004446,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(OC)cc(-c2cnc3cnccn23)c1,3696.0,5.432268037451931,2,"BindingDB, ChEMBL",O=C(Nc1ccccc1)c1cccc(-c2cccc(-c3cnc4cnccn34)c2)c1
BCRABL_004447,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21,3700.0,5.431798275933005,1,BindingDB,O=C(c1ccccc1)n1nnc2ccccc21
BCRABL_004448,FC(F)(F)Oc1ccc(Nc2ncnc3nn(CCc4ccccc4)cc23)cc1,3700.0,5.431798275933005,1,BindingDB,c1ccc(CCn2cc3c(Nc4ccccc4)ncnc3n2)cc1
BCRABL_004449,CSCC[C@H](NC(=O)c1cccs1)C(=O)Nc1nc(-c2ccccc2)cs1,3720.0,5.429457060118103,1,BindingDB,O=C(CNC(=O)c1cccs1)Nc1nc(-c2ccccc2)cs1
BCRABL_004450,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(-c4ccc5c(N)n[nH]c5c4)cc3)CC2)cc1,3720.0,5.429457060118103,2,"BindingDB, ChEMBL",O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccc4cn[nH]c4c3)cc2)CC1
BCRABL_004451,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3ccncc3)cc21,3722.0,5.429223631205252,1,BindingDB,O=C1Nc2ccccc2Oc2ccc(-c3ccncc3)cc21
BCRABL_004452,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3ccc(CN4CCNCC4)s3)cc21,3722.0,5.429223631205252,1,BindingDB,O=C1Nc2ccccc2Oc2ccc(-c3ccc(CN4CCNCC4)s3)cc21
BCRABL_004453,O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,3730.0,5.428291168191312,1,BindingDB,c1ccc(SSc2ccccc2)cc1
BCRABL_004454,Nc1ccc2nc3c(=O)[nH]c(=S)[nH]c3nc2c1,3736.0,5.427593132441944,1,BindingDB,O=c1[nH]c(=S)[nH]c2nc3ccccc3nc12
BCRABL_004455,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)C(=O)Oc2ccc(O)cc2)cc1,3740.0,5.427128397799519,1,BindingDB,O=C(NCc1ccc(OCCc2coc(-c3ccccc3)n2)cc1)Oc1ccccc1
BCRABL_004456,N#C/C(=C\c1ccc(-c2cccc(C(=O)O)c2)o1)c1nc2ccccc2s1,3740.0,5.427128397799519,1,BindingDB,C(=Cc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1
BCRABL_004457,CCN(CC)C(=O)c1cncc(-c2cccc(C(=O)N[C@H]3CN[C@@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)c2)c1,3750.0,5.425968732272281,2,"BindingDB, ChEMBL",O=C(NC1CNC(C(=O)Nc2ccccc2)C1)c1cccc(-c2cccnc2)c1
BCRABL_004458,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Oc2ccccc2)c1,3758.0,5.425043224235493,1,BindingDB,c1ccc(OCCCOc2ccccc2Oc2ccccc2)cc1
BCRABL_004459,Clc1cccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)c1,3760.0,5.424812155072339,1,BindingDB,c1ccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)cc1
BCRABL_004460,C[C@H](NC(=O)c1ccc(-c2ccc(NS(C)(=O)=O)nc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,3770.0,5.423658649794207,2,"BindingDB, ChEMBL",O=C(CNC(=O)c1ccc(-c2cccnc2)cc1)Nc1ccccc1
BCRABL_004461,Cc1cn(-c2cc(NC(=O)c3cccc(Nc4nc(-c5cccnc5)cs4)c3)cc(C(F)(F)F)c2)cn1,3780.0,5.422508200162774,2,"BindingDB, ChEMBL",O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nc(-c3cccnc3)cs2)c1
BCRABL_004462,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,3800.0,5.42021640338319,1,BindingDB,c1ccc(CNc2ccc3ncc(-c4ccccc4)n3n2)cc1
BCRABL_004463,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,3800.0,5.42021640338319,1,ChEMBL,O=C(Nc1ccc(N2CCNCC2)cc1)c1cncc(-c2ccc3c(c2)OCO3)c1
BCRABL_004464,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,3800.0,5.42021640338319,1,BindingDB,c1ccc(CCOc2ccccc2)cc1
BCRABL_004465,O=C(/C=C/c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)s1)NO,3800.0,5.42021640338319,1,BindingDB,O=C(Nc1cccc(Nc2ncc(-c3cccnc3)s2)c1)c1cccs1
BCRABL_004466,O=C(Nc1ccnc(Cl)c1)Nc1ccccn1,3800.0,5.42021640338319,1,BindingDB,O=C(Nc1ccncc1)Nc1ccccn1
BCRABL_004467,O=C(CCCCCCCCCCC(=O)Nc1cccc([N+](=O)[O-])c1)Nc1cccc([N+](=O)[O-])c1,3800.0,5.42021640338319,1,BindingDB,O=C(CCCCCCCCCCC(=O)Nc1ccccc1)Nc1ccccc1
BCRABL_004468,CC(N)c1ccc(Nc2nc3c(C(N)=O)cc(F)cc3s2)cc1,3800.0,5.42021640338319,1,BindingDB,c1ccc(Nc2nc3ccccc3s2)cc1
BCRABL_004469,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)c[nH]c3=O)cc2)CC1,3800.0,5.42021640338319,1,BindingDB,O=C(Nc1ccc(N2CCNCC2)cc1)c1cc(-c2ccc3c(c2)OCO3)c[nH]c1=O
BCRABL_004470,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccn1,3800.945,5.420108428052356,2,"BindingDB, ChEMBL",O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccn1
BCRABL_004471,CCc1nnc(NC(=O)CCc2nc(C3=CCN(C)CC3)no2)s1,3810.0,5.41907502432438,1,BindingDB,O=C(CCc1nc(C2=CCNCC2)no1)Nc1nncs1
BCRABL_004472,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C,3820.0,5.417936637088291,1,BindingDB,O=C(c1ccccc1)n1nnc2ccccc21
BCRABL_004473,O=C(O)Cc1csc2cc(OCc3cc(-c4ccc(Cl)cc4)on3)ccc12,3820.0,5.417936637088291,1,BindingDB,c1ccc(-c2cc(COc3ccc4ccsc4c3)no2)cc1
BCRABL_004474,COc1ccc2oc(C(=O)NCC(c3ccco3)N(C)C)c(C)c2c1,3825.0,5.417368560510363,1,BindingDB,O=C(NCCc1ccco1)c1cc2ccccc2o1
BCRABL_004475,COc1ccc([CH+][N-]NC(=O)c2cc(O)c(O)c(O)c2)cc1Cn1cc([N+](=O)[O-])cn1,3838.0,5.415895029600547,1,BindingDB,O=C(N[N-][CH+]c1cccc(Cn2cccn2)c1)c1ccccc1
BCRABL_004476,O=C(O)Cc1csc2cc(OCc3cc(-c4ccc(Cl)cc4)on3)cc(Cl)c12,3840.0,5.415668775632469,1,BindingDB,c1ccc(-c2cc(COc3ccc4ccsc4c3)no2)cc1
BCRABL_004477,Cc1ccc(NC(=O)c2ccc(/N=N/N(C)CCCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,9114.005,5.4152905157442,2,"BindingDB, ChEMBL",O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
BCRABL_004478,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,4700.0,5.414869142302521,2,BindingDB,C1=CC(NC2CCC(OC3CCC(OC4CCCOC4)OC3)OC2)CCC1
BCRABL_004479,CC(=O)O[C@@H]1C[C@@H](C(=O)NC(C(C)C)P(=O)(Oc2ccccc2)Oc2ccccc2)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C1,3860.0,5.413412695328245,1,BindingDB,O=C(NCP(=O)(Oc1ccccc1)Oc1ccccc1)C1CCCN1
BCRABL_004480,O=C(c1ccc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2c1)N1CCC(Br)CC1,3870.0,5.412289034981089,1,BindingDB,O=C(c1ccc2c(Nc3ccccc3)ncnc2c1)N1CCCCC1
BCRABL_004481,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=[N+]=[N-])c2)n1,3870.0,5.412289034981089,1,BindingDB,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1
BCRABL_004482,CCN1CCN(Cc2ccc(NC(=O)Cc3ccc(Oc4ccncc4)cc3)cc2C(F)(F)F)CC1,3880.0,5.411168274405792,2,"BindingDB, ChEMBL",O=C(Cc1ccc(Oc2ccncc2)cc1)Nc1ccc(CN2CCNCC2)cc1
BCRABL_004483,COc1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,3900.0,5.4089353929735005,1,BindingDB,c1ccc(OCCCOc2ccc3c(c2)OCCC3)cc1
BCRABL_004484,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@@H](C(=O)O)c1ccc(C(C)C)cc1,3900.0,5.4089353929735005,1,BindingDB,c1ccc(COc2ccccc2)cc1
BCRABL_004485,Cc1ccccc1Sc1ccc(C=C2SC(S)=NC2=O)cc1[N+](=O)[O-],3900.0,5.4089353929735005,1,BindingDB,O=C1N=CSC1=Cc1ccc(Sc2ccccc2)cc1
BCRABL_004486,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1,3900.0,5.4089353929735005,1,BindingDB,O=C(Cn1nnc2ccccc21)c1ccccc1
BCRABL_004487,CN(CCc1ccccc1)C(=O)c1ccc(NC(=O)Cc2ccc(NC(=O)C3CCN(C(=O)c4ccccc4)CC3)cc2)cc1,3906.0,5.408267761048164,1,BindingDB,O=C(Cc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1)Nc1ccc(C(=O)NCCc2ccccc2)cc1
BCRABL_004488,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(Cl)cc3)cc2)c2c1CCC2,3910.0,5.407823242604133,1,BindingDB,c1ccc(COc2ccc(CSc3cccc4c3CCC4)cc2)cc1
BCRABL_004489,CCN(CC)S(=O)(=O)c1ccc(-c2ncnc(Nc3ccc(OC(F)(F)F)cc3)c2C)cc1,3960.0,5.402304814074488,1,BindingDB,c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1
BCRABL_004490,CC(=O)Nc1cccc(-c2ncnc(Nc3ccc(OC(F)(F)F)cc3)c2C)c1,3970.0,5.401209493236885,1,BindingDB,c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1
BCRABL_004491,CC(OC(=O)c1ccccc1NCCO)C(=O)Nc1ccnn1C(C)C,3975.0,5.400662867007511,1,BindingDB,O=C(COC(=O)c1ccccc1)Nc1ccn[nH]1
BCRABL_004492,Cc1ccnc(N2C[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@@H](C(=O)O)C2)n1,3980.0,5.400116927926312,1,BindingDB,c1ccc(-c2nc(CCOc3ccc(CC4CCN(c5ncccn5)C4)cc3)co2)cc1
BCRABL_004493,COc1ccc2ccn(S(=O)(=O)c3cccc(C(=O)Nc4ccc(C)cc4C(=O)O)c3)c2c1,3981.0,5.400007822415902,1,BindingDB,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)n2ccc3ccccc32)c1
BCRABL_004494,O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,3981.0,5.400007822415902,1,BindingDB,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1
BCRABL_004495,O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3c(cccc3C(=O)O)C2)c1,3981.0,5.400007822415902,1,BindingDB,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1
BCRABL_004496,N#CCC(=O)Nc1csc(-c2ccc(Cl)c(Cl)c2)c1,3981.0,5.400007822415902,1,BindingDB,c1ccc(-c2cccs2)cc1
BCRABL_004497,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,4000.0,5.3979400086720375,1,BindingDB,O=C(CCc1ccccc1)NCC(=O)NCCCC1CCCCC1
BCRABL_004498,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1,4000.0,5.3979400086720375,1,BindingDB,O=C(Cn1nnc2ccccc21)c1ccccc1
BCRABL_004499,Cc1ccc(Sc2ccc(C=C3SC(S)=NC3=O)c(Sc3ccc(C)cc3)c2)cc1,4000.0,5.3979400086720375,1,BindingDB,O=C1N=CSC1=Cc1ccc(Sc2ccccc2)cc1Sc1ccccc1
BCRABL_004500,O=C(CS(=O)(=O)c1ccc(Cl)cc1)NN=Cc1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,4000.0,5.3979400086720375,1,BindingDB,O=C(CS(=O)(=O)c1ccccc1)NN=Cc1ccc(Nc2ccccc2)cc1
BCRABL_004501,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,4000.0,5.3979400086720375,1,BindingDB,c1ccc(Oc2ccc(OCCCOc3ccc4c(c3)OCCC4)cc2)cc1
BCRABL_004502,Cc1ccc(Sc2ccc(C=C3SC(S)=NC3=O)cc2Br)cc1F,4000.0,5.3979400086720375,1,BindingDB,O=C1N=CSC1=Cc1ccc(Sc2ccccc2)cc1
BCRABL_004503,CC(=O)N1N=C(c2cc3c(Br)cccc3oc2=O)CC1c1ccccc1,4000.0,5.3979400086720375,1,BindingDB,O=c1oc2ccccc2cc1C1=NNC(c2ccccc2)C1
BCRABL_004504,Cc1oc(-n2c(C)cc(/C=C(\C#N)c3nc4ccccc4[nH]3)c2C)c(C#N)c1C,4000.0,5.3979400086720375,1,BindingDB,C(=Cc1nc2ccccc2[nH]1)c1ccn(-c2ccco2)c1
BCRABL_004505,NC(=O)C1CCCN(c2ncnc(Nc3ccc(OC(F)(F)F)cc3)c2Br)C1,4000.0,5.3979400086720375,1,BindingDB,c1ccc(Nc2cc(N3CCCCC3)ncn2)cc1
BCRABL_004506,O=C(NC(=O)c1cc2ccccc2[nH]1)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4000.0,5.3979400086720375,1,BindingDB,O=C(NC(=O)c1cc2ccccc2[nH]1)NC1CCCCO1
BCRABL_004507,O=C(CCC(=O)Nc1cccc(Br)c1)N/N=C/c1c2ccccc2cc2ccccc12,4000.0,5.3979400086720375,1,BindingDB,O=C(CCC(=O)Nc1ccccc1)NN=Cc1c2ccccc2cc2ccccc12
BCRABL_004508,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,4000.0,5.3979400086720375,1,BindingDB,O=C1N=CNC1=C1CCNC(=O)c2[nH]ccc21
BCRABL_004509,Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,4020.0,5.39577394691553,1,BindingDB,O=C(Oc1ccccc1)N1CCC(c2cccc(OCCc3coc(-c4ccccc4)n3)c2)C1
BCRABL_004510,Cc1ccc(C(=O)NCc2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,4025.0,5.3952341152961125,1,BindingDB,O=C(NCc1cccnc1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_004511,CC12CCC(=O)N1C(C(=O)Nc1nnc(SCc3ccccc3F)s1)CS2,4082.0,5.389126999619949,1,BindingDB,O=C(Nc1nnc(SCc2ccccc2)s1)C1CSC2CCC(=O)N21
BCRABL_004512,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1,4086.0,5.388701637703571,1,BindingDB,O=c1[nH]cc(Cc2ccc(OCCc3coc(-c4ccccc4)n3)cc2)s1
BCRABL_004513,COCCCNC(=O)c1ccc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2c1,4089.0,5.388382889445664,1,BindingDB,c1ccc(Nc2ncnc3ccccc23)cc1
BCRABL_004514,COc1ccc(C(=O)CC(=O)c2cccc([N+](=O)[O-])c2)cc1,4100.0,5.3872161432802645,1,BindingDB,O=C(CC(=O)c1ccccc1)c1ccccc1
BCRABL_004515,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1,4100.0,5.3872161432802645,1,BindingDB,c1ccc(OCCCOc2ccccc2-c2cscn2)cc1
BCRABL_004516,CCOC(=O)COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4100.0,5.3872161432802645,1,BindingDB,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1
BCRABL_004517,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-],4100.0,5.3872161432802645,1,BindingDB,O=C(c1ccccc1)n1nnc2ccccc21
BCRABL_004518,N#C/C(=C\c1ccc(F)cc1)c1nc2ccccc2s1,4110.0,5.386158178123931,1,BindingDB,C(=Cc1nc2ccccc2s1)c1ccccc1
BCRABL_004519,COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,4125.155000000001,5.384559728783053,2,"BindingDB, ChEMBL",O=C(Nc1ccccc1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_004520,CC(C)COc1ccc2c(c1)c(Oc1cccc(C(F)(F)F)c1)c(C(=O)O)n2-c1ccc(C(C)(C)C)cc1,4154.0,5.38153350780092,1,BindingDB,c1ccc(Oc2cn(-c3ccccc3)c3ccccc23)cc1
BCRABL_004521,Cc1cccc2[nH]c(-c3nc(C(C)(C)C)n4ccnc(N)c34)cc12,4159.0,5.3810110796350665,1,BindingDB,c1ccc2[nH]c(-c3ncn4ccncc34)cc2c1
BCRABL_004522,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)c1,4169.0,5.379968104873703,1,BindingDB,O=C(C=CC(=O)N1CCN(c2ccc(-c3ccccc3)cc2)CC1)Nc1ccccc1
BCRABL_004523,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,4169.0,5.379968104873703,1,BindingDB,O=c1[nH]c2ccccc2c2ccccc12
BCRABL_004524,Nc1cc(-c2ccc3c(c2)C(=O)Nc2cc(OC(F)(F)F)ccc2O3)ccn1,4176.0,5.379239510005794,1,BindingDB,O=C1Nc2ccccc2Oc2ccc(-c3ccncc3)cc21
BCRABL_004525,CS(=O)(=O)Nc1cccc(-c2ccc3c(c2)CNc2cc(OC(F)(F)F)ccc2O3)c1,4176.0,5.379239510005794,1,BindingDB,c1ccc(-c2ccc3c(c2)CNc2ccccc2O3)cc1
BCRABL_004526,NS(=O)(=O)c1cccc(-c2ccc3c(c2)C(=O)Nc2cc(OC(F)(F)F)ccc2O3)c1,4176.0,5.379239510005794,1,BindingDB,O=C1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21
BCRABL_004527,O=C(O)COc1ccc(SCc2ccc(OCc3cc(Cl)ccc3Cl)cc2)c2c1CCC2,4190.0,5.377785977033705,1,BindingDB,c1ccc(COc2ccc(CSc3cccc4c3CCC4)cc2)cc1
BCRABL_004528,COc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,4197.59,5.3769999834366455,1,BindingDB,O=C(NCc1cccc(Oc2ccccc2)c1)c1ccccc1
BCRABL_004529,NC(=O)c1ccc(Oc2cccc(C(=O)N3CCCCC3c3ccccc3)c2)cc1,4200.0,5.376750709602099,1,BindingDB,O=C(c1cccc(Oc2ccccc2)c1)N1CCCCC1c1ccccc1
BCRABL_004530,O=C(Cc1cccc(F)c1)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12,4200.0,5.376750709602099,1,BindingDB,O=C(Cc1ccccc1)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12
BCRABL_004531,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(O)ccc4F)c4c(N)ncnc43)C2)CC1,4200.0,5.376750709602099,2,"BindingDB, ChEMBL",c1ccc(-c2cn(C3CC(N4CCNCC4)C3)c3ncncc23)cc1
BCRABL_004532,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)CC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4200.0,5.376750709602099,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_004533,Cc1nccn1CCCCCCCCCCOc1ccc2ccc(=O)oc2c1,4210.0,5.375717904164332,1,BindingDB,O=c1ccc2ccc(OCCCCCCCCCCn3ccnc3)cc2o1
BCRABL_004534,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C,4230.0,5.373659632624958,1,BindingDB,O=C(c1ccccc1)n1nnc2ccccc21
BCRABL_004535,CN(C)CCNC(=O)c1cncc(-c2ccc(C(=O)N[C@H]3CN[C@@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)cc2)c1,4230.0,5.373659632624958,2,"BindingDB, ChEMBL",O=C(NC1CNC(C(=O)Nc2ccccc2)C1)c1ccc(-c2cccnc2)cc1
BCRABL_004536,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@H]2SC1,4250.0,5.371611069949688,1,BindingDB,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1
BCRABL_004537,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,4257.0,5.370896349822864,1,BindingDB,O=C(c1ccccc1)c1ccccc1OCCCOc1ccccc1
BCRABL_004538,CN(C)c1ccc(C(=O)N2CCN(C(=O)c3ccc(-c4cccc5[nH]nc(N)c45)cc3)CC2)cc1,4280.0,5.368556230986828,2,"BindingDB, ChEMBL",O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3cccc4[nH]ncc34)cc2)CC1
BCRABL_004539,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(C)(C)C)c3)ccc21,4300.0,5.366531544420413,3,"BindingDB, ChEMBL",O=C(Nc1cccc(CN2CCNCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2
BCRABL_004540,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0,5.366531544420413,1,BindingDB,O=C(CC(c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1
BCRABL_004541,COc1ccc(CC(=O)Nc2ccccc2-c2cccc3c2[nH]c2ccccc23)cc1OC,4300.0,5.366531544420413,1,BindingDB,O=C(Cc1ccccc1)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12
